UserID,ItemID,Rating
AMBFK6N4JS5Z2,B002FU5QM0,5
A1D2I73DA6N5TL,B00429N18S,5
A3TWBW1B17R151,B00GDL2PPI,4
A3V2EZ6MA32FF6,B007PTCFFW,5
A1YN5I4FINMBTI,B0036Q7MV0,5
A3UXW18DP4WSD6,B0000AZK4G,5
A2ANICQ82D7RJV,B000RZQZM0,5
A2D1LPEUCTNT8X,B00005A1K1,3
A2FPUVI1EIFCDF,B001HJTK5Y,5
A2TZYC3TD9RIGQ,B0007U0GZM,3
A1YP5WLIHGG136,B001E1Y5O6,5
AQIJ3ZEEVCIKU,B003CFATT2,5
A37A5MO133QN2H,B002SGATH8,4
AB07GJWJBDAQ2,B004XC6GJ0,3
A2LF16F0KX9L7P,B002LLK5CO,1
A31Q7NE0NP3IH4,B0011000R6,1
A2I8I9O542US9B,B004VTAVLE,3
A3A15L96IYUO6V,B002FU5QLQ,4
AO377Z7UORPJ6,B0000BZL5A,5
ADZKP93810RSP,B001U0O5QO,1
A3FOSLM5G1BO63,B009WZRBPQ,4
A1INE33UQ1B4Q3,B005KFONIU,5
A1ZU55TM45Y2R8,B00BB0ZSIC,1
A2DHHUN5URIODB,B004S4R5CK,5
A1D7ZR0NYWI9FU,B00829THH8,5
A2PFVDGU5JZN13,B002OOWB3O,3
A2XYH8IHILWW7X,B0031RG29M,4
A1W415JP5WEAJK,B005FDXZJU,5
A1L3I2Y8KLYM5V,B0007XJSQC,5
A1ROUMJOGO4QMB,B001KC08A4,4
A1RDHBBZE1NPS3,B008I21EA2,3
A1Q3MDPIS017JE,B0092KRAVQ,5
AW3VZ5O895LRK,B0081OY8B4,4
AWZR0O65DL2Q,B001GX6MJ8,5
A3HRTSBFHCCOJK,B005L38VPC,5
A1FNKB7Q8KG6YS,B003O8J11E,5
A3QNDSQJFA360M,B007WTAJTO,5
A3URIS1G20CGRK,B0015A8Y5M,4
A10L0UVO8RUSMW,B003ES61EE,5
A3QAO3QBCQF89T,B009NHAEXE,5
A2Y0RKGX9G5BIU,B004LWYE4Q,5
A32UTJS67YEIHM,B004JKH4FQ,5
ABU9XU71CASVB,B0055N2L22,5
A3ANETCTMAN1NP,B0042FZ92S,4
A2VW4FYZILSXF2,B00829TIA4,4
A3EAS9X3FYT7O1,B002V88HFE,5
A2ANICQ82D7RJV,B000OLDG60,5
A2XRMQA6PJ5ZJ8,B008MWBY6W,4
AAO3HB5GFT0IN,B002MMY4WY,5
AD3EX5UG7UZPB,B0053NBLFW,3
A3BSP0ZXLGJZK9,B005CLPP84,3
A3BOVI9G971LA7,B007FEFQDA,3
A3KF79AODCE7YE,B001GIPSA2,5
A3MQAQT8C6D1I7,B001AZ01EO,5
A2AWVROFGSZU4E,B00EVIBN26,3
A7Z2J9V37ABCO,B00BERGFV6,5
A2CF4NGV5Z1TKU,B002V88HFE,5
A2MCRCK1V61FWQ,B001MSU1HG,5
A2A8IY4GTR7GWQ,B004CLYEH8,4
AJEOFP6ZWY0MK,B00G2TK76A,4
A1CJCF4KO2S3H,B005PQTYHE,5
A27PNH29CY07L2,B004XZHY34,5
A3QBYS6X6R03KL,B003Z4G3I6,5
A3OYO7B6SS7QLH,B000BQ7GW8,4
A20OBCQWBKCGZT,B0044WWLW0,5
A3QR5KBKZFDONP,B001MX5YWI,5
A3K6Z80X3DK8OV,B0068INSUM,5
A2ATXVDSRI1WLO,B005C31HC0,5
A3U8SQA062Y3DL,B002HHLOWC,5
A33OF5NLPRZ5YT,B005869A16,5
A3963R7EPE3A7E,B0007MXZB2,4
A2503LT8PZIHAD,B009HQCAPQ,5
A34IJACMU8C3IM,B00007LTBA,5
A1HBKF83GCKS1K,B002GEQDK4,4
AW12F6FJ99WCV,B0041Q38NU,5
A1J75JJ0Q2OEJN,B003Y74AX4,4
A1KC3BVQ70CAMW,B0063705PE,5
A11I1I9QLMAM1A,B008ABOJKS,5
A3OG85XSUW19VK,B00007GQLU,5
A267FU71Z01CIH,B007Y4TTWU,3
A1W4F91DH3XPB2,B004MSQZUU,4
A1J5HIF41ENSMZ,B002TLT10I,4
A21INUA35HX4XQ,B0054JJ0QW,4
A3GVTK181RD96Y,B004U78J1G,4
A3JZ5L52FM318H,B0002MQGOK,5
A3GNZUE5BIH395,B003ES5ZUU,5
A19NP8YYADOOSF,B004T9RR6I,5
A3N8O68DOEQ2FE,B00HSQAIQU,5
A3VI2VETB90ZG5,B00GO4GMAI,5
AKIK9H3SZZPLH,B0000BZL1P,5
A2KZOIOFXXMC1H,B0077CR5RK,5
A3HAK0FFXS9F8Y,B002MU1ZRS,5
A1FDSZISWIXH1A,B00DQZQPNM,4
AQ6AGWKWMTY8H,B004YHXXKO,4
A2NHL1JPU0AW4U,B005DOK8NW,5
A7RFDGVXDYQLJ,B009NHWVIA,5
A1E55W6ES0FY17,B0002Y5WXE,5
A1Y2BG1GPW1VT6,B002IC0YL8,1
ARIDN94LOCQFD,B000JE7GPY,5
A353U0L2HAMSHV,B004GK0GKO,4
A2HMF8ZR67BNZS,B002R9CQYK,4
AXP8GO5Q3AXSA,B002R5AM7C,4
A1JOD6023BCP4F,B00006BBAB,5
A3R4794K2RVU1S,B002SZEOLG,5
A3M1PLEYNDEYO8,B008O2HVIK,5
A32UJOTFMGTIX9,B0043T7FXE,5
A1UFLVSJ3IRETQ,B00DR8LAE2,4
A2VPLMOY0HS8CT,B002SGATH8,4
ALK45J9W5YD2Z,B0013AV4M4,5
A1KOY9EHK46SG4,B0015BUJ0Y,1
A1Z16630QMH8Q6,B003M0NURK,5
ABIVKBMSIPEDY,B00E0HITQ6,5
A3CWVTH1M1ZP85,B000EY5F5C,3
A3E3YJJ0KLYECK,B0054YQO5C,3
A3RIVD4TCKDE8T,B002QEBMAK,5
AKT8TGIT6VVZ5,B00CHR46JA,5
A38FBFG21XSUG0,B003MX4D0U,4
A25UZ7MA72SMKM,B002MMY4WY,5
A1ZCC4FCBOUIFW,B00139JBU2,5
A1PPS91NLI7KEH,B00AAHT8JC,4
A2LJBBRLDNIMH0,B00483WRZ6,4
AR1T36GLLAFFX,B002V88HFE,2
A11YUCEJ399PHL,B002WE4HE2,5
A8FKL1DHTHC12,B00139W0XM,5
A1UQBFCERIP7VJ,B003DZ14EU,4
A38KXE0ISYCGTI,B000FKP7TY,5
A3QC5QE44DTTEL,B002QEBMAK,5
A3J891E9B6FIIP,B00006JN3G,5
A2NF194CDXBICA,B004FA8NOQ,5
A34BZM6S9L7QI4,B008GVL9YQ,5
A3PDWA32BAMB2Y,B004W2JKWG,5
AEWYUPCNDV7HY,B001DJ9GOS,5
A114WE1URT580Y,B002DW96M6,5
A1HNLKHX0RXJKB,B005KOZNBW,4
A50W36ATFDSNU,B007NZGPAY,5
A3NVKSXOEGADOS,B004XC6GJ0,5
A11KZ906QD08C5,B0011000R6,4
A28TWWUAWFVCTR,B00ADG5FLK,2
A32O98PFC3OP7K,B00CGY4JBY,1
AKIXYRKZLI1XW,B0043WJRRS,5
AJOA5W5YFUCCV,B004Z4FBE2,5
A1J95TTG4AYBU8,B000F7JCRA,5
A17771LTRWSKQ5,B00DR0PDNE,5
AIST7V8XF4A18,B001LK8P14,4
A1OWRLSD7LTSQ9,B009LPV766,4
A27N36BPXB2EKB,B000IN09C8,3
AOYWKN96XI19P,B002ZIMEMW,5
A1H7Y5XKPGT0OS,B002VPE1YS,3
A3B2NZR3XN7LS9,B008KVUAGU,5
A1H8HQVNEAFE72,B005ARQV6U,4
A150QS4IZB3XJ,B001L6LG5K,4
A30DY717PFFN68,B007YKUWN4,4
A183PLU1SXKVY3,B002JM1XWQ,5
A3DX5F0CW34Y9,B00FEE7B1I,5
A2IDRC0KFN4QQL,B00B588HY2,5
A35R6ZWYHCKT0J,B007KEZMX4,5
A33JGP7NR4BV8W,B00DQZNWNI,5
A3FG0FQHNV2UP2,B0015DYMVO,4
A3V2BVG38DMDDV,B003ES5ZUU,5
A2HS0HUHVLT9NG,B0014KOB6Y,5
A3NVKSXOEGADOS,B00BGGDVOO,5
A3COVLWESJ2QIJ,B001542X64,5
A1LQ4V9JGG3GA5,B001N9X4CS,5
A2DI61Z9U4L5MT,B000067RT6,5
A1CSRR7FCKBL9M,B003IZFCFW,4
A3V1DYN19UXF4F,B0015L0T68,5
A3VVMIMMTYQV5F,B0015AARJI,5
A2VIYTWXANL343,B00BEHQKPC,5
A39G79LLPG83HZ,B0072FJEA8,5
A3TRSUX9JYKNCJ,B009NUK6S4,4
A2G5VVB795WPBC,B008I21EA2,3
AHQRU3MRORIWQ,B004CLYEE6,3
A30XZK10EZN9V4,B004TJ6JH6,4
AOA7NY2649Z9I,B006P88VSE,1
A4D5B7Q8A7PA6,B00B3PDHBU,5
AYINNKPX9D60N,B000LRMS66,5
ATZOZEZJ831UB,B00BWF5U0M,4
AKTRAFS0TWYDV,B001HN6CVA,5
AHN86VFJIJ2JP,B00IVPU59W,5
A2KJLOJ7HA1QFC,B002V88HFE,2
A29B4PAIOL7HYG,B003VNKKUS,3
A2NB2E5DXE319Z,B00HGLOQ24,5
A3EZEP0FX5BC1P,B00BOHNYTW,5
A3AOUCF6XH0XE4,B00B588HY2,5
ATYABHSTWNASF,B0002WPSBC,5
A1JJM6COMQOO4Y,B00829TIA4,5
A1GA6VKP9EHZCE,B0026ZPFCK,3
A215IN14OKAE2T,B00609B3J2,5
A2KS0FVY2CNJ8M,B00F0DCH9Y,4
A1GALZCXD8FHOR,B008EQZ25K,3
A2FKC9NP6QCKND,B000L9OIQC,5
AWRJNXGW4NFHJ,B0019EQ1RW,5
A6FIAB28IS79,B0015VW3BM,5
A3ULWD7PM5OFKU,B008I646WG,5
AXU3VKZE848IY,B00008VF63,4
AAIU4V0FTRZ2N,B003BLQHN4,3
ATK3WMMB7NN02,B00452V66G,5
A3TAS1AG6FMBQW,B0063705PE,5
A19DIT8JLJ6Z90,B003ZBZ64Q,3
A22IDP8YERZ79X,B009G5T9LG,3
A2WXURU33RBGQS,B0013AV4M4,4
AWQ28Q6L7K78X,B0009MIP8I,5
AMZCZBK1EF1PV,B00CD778LC,4
A27AF4DLLOBQDQ,B0025VKUPW,4
A1SDPA1J98UP4L,B00B588HY2,5
A3LB1B61S50FEK,B007SZ0E1K,5
A28MJ51GOXSEDB,B001ASU1QO,5
AR3EVUQF0AC7R,B00BD99JSQ,3
A269FH9V0X3593,B005EJH6Z4,5
ARAEWF3IQN3HM,B0057OCDQS,5
A1D7ZR0NYWI9FU,B004GF8TIK,5
AIJQU979J6UFY,B009HQCARY,2
A30XZK10EZN9V4,B006MBP7T0,1
AP37ZBVD77DUE,B005DKZTMG,4
A34WRF3C70VMLL,B0007RV3IE,4
AALR6CRH97JG1,B002MUYOLW,4
AKFOKF9L25MCK,B003M2YT96,5
AVU1ILDDYW301,B0045XV2CI,5
A3HCMJOGRRSAF2,B002KC55OM,1
A2FGSRTR4XFHMC,B0074703CM,5
A385HZRPXDDFCL,B00006BBAC,5
AGGDI4VWPPZ6J,B0074BW614,5
A2FXBWR4T4OFQ,B0001XGQTA,5
ABOTQXNUBA1MM,B009SYZ8OC,5
A4DSI9VRBED9N,B0013DXVYK,5
A1ZPY91VE3IDN1,B005QCDY50,4
A3ENQZ1LI2R914,B000EXS1BS,5
A1WXG10FJ353K0,B00HFRWWAM,4
A2INGDHZFPDBFP,B0000BVYTV,2
A1QVFHPY8418HC,B001IZYV3S,2
AJQT7GBTWVU9Z,B000UHQVOW,5
A3J8A5L5AF5TX9,B0031ESKJA,4
AUGXK02BJ3GP9,B005B5G4S6,4
A1A2F1ZOWOPNJB,B0088CJT4U,2
A3MUSWDCTZINQZ,B008X9Z8NE,4
A3L6NR8ZS7HLKP,B001A4HAFS,4
A16R6CTQUTQJ9X,B0079TOEQQ,3
A1S23OIVOLZ1HS,B003FVJYF8,5
A3J2YU2D9BH2J7,B000QZ001I,5
AOEAD7DPLZE53,B004TS1IFK,1
A11YUCEJ399PHL,B000FBK3QK,5
A30JPZ9TZ7I61U,B009NHWVIA,5
A2S11NS16SO2BJ,B00137NMMW,5
A1901NTE8LFJF6,B0038JE07O,3
A3QLAOOTFEHCJI,B0042A8CW2,5
A2H667ZUNLNTF1,B00DQZO0R0,3
A35T95CVL2QB9O,B005Y1CYSQ,5
A2GV5GI7X215XW,B00972M942,5
ARF6NZ2PH6MCB,B00484IEJS,5
ANC36RGFR9HU4,B006W8U2MU,5
A3G5C3JE30FP89,B00834SJNA,5
A2FZQF0MH29VYN,B004SBBDD0,5
A16NCTV6UQOXP2,B0049S6ZUS,5
A2BH9DHKBIBDX3,B001XURP7W,4
A380P8LHEL3DZ9,B006T9B6R2,5
A3SXDB0KMYMHQH,B00AWKC0EC,5
A3BXJI0FZX0TET,B008AJLPYS,5
A2D6OAU9M4QB4Z,B0002IOIMQ,5
ATS2855497V0I,B004GUT1QO,3
A7S2T9FBK5FG2,B005HMKKH4,5
A112EC059ZZTJF,B00E5UHRIO,5
A2V1J3JT5OOZFO,B001423GZO,5
A1JUO2ZP2EFOHX,B000PNGM18,5
A1N8FRMRYUHHV0,B004S4R5CK,5
A30UP2KKD5IQEP,B00CHR46JA,4
A8WEXFRWX1ZHH,B00007LTBA,1
A3TNM3C9ENUCFW,B0044YPN0A,5
A2PMR2PIGWKCQ9,B00165XQWW,5
A1IDAKX7OM3QIE,B000TXZIDM,4
A3NKRH3TJ4DPVI,B004YAYM06,5
ADLVFFE4VBT8,B007M506WS,5
A1DJGO2TDMEYS6,B002M3SOC4,2
A2R1HAXRNU0QX7,B00HPM1G8Q,4
A2YQICWD7C1F9U,B0053NBLFW,4
A3J3OCM6PPWNRY,B00829THEG,3
A3ER6ARJ23CIN8,B003UH0Z9Q,5
A2M2M6S44WOSUT,B0038P1TP4,4
A30YZ99OYHKVKT,B002V88HFE,4
A1FK6IQ111SJDR,B00HPM1G8Q,3
A3PPO2X5PJE1L9,B000QUUFRW,5
A22R3FVF2B1B0I,B000MX48VM,5
AB399AECXCDT8,B005YR0X4W,5
A3UK6XF38M32SK,B003ES5ZUU,5
A2LJBBRLDNIMH0,B0049YQVHE,5
AMKXRFHOQZCIQ,B00009R6TA,5
AGVDI7RLT24WJ,B003YKG2W8,2
A1O53DT8R8JLLD,B001TH7T2U,5
A3PWC4B7RPPNBP,B004RDWVUS,5
AHT0OKUU37JEI,B004SNCZ3K,4
A394CFIQH570SM,B0011YZJPA,5
AQPH7UFOWXFW,B00DR0PDNE,1
A99K7S15XOQ45,B00001WRSJ,4
A1QE1EJ2GDBXCH,B002HWRJBM,5
A2UJFSJ72C29L,B005B5G4S6,5
AT8TS7XTO8TIE,B001T9N120,5
A2N89YVH2LB3PA,B005HSDLCO,3
A2ME89MSWVG9NF,B00JP12170,4
A268EEWUXYCA8Q,B005CLPP84,5
A1F6FX6Z3HVVIU,B00007E7C8,2
A16Z3HTUIYPDH8,B000J01I1G,5
A3C5EKV4LKGOU,B0015AARJI,5
A2JU02EQY3RFEU,B005EWB37S,5
AZ515FFZ7I2P7,B009WZRBPQ,3
A21Q29J3ZWPDNP,B00461E7JE,5
A23NDJFM03CK0Y,B00EF1OGOG,5
A2T5KZK0K32I6J,B004GF8TIK,5
A3D42ZX96FA6EW,B000067RC4,3
A1W3CEEQBJ4GTN,B0007MWE28,5
A1I9UKDCLPH4PR,B002ZIMEMW,5
AJX9A4Q19UTJU,B009HQCAPQ,4
A3KRBCYGXC9CG3,B0064Z71T8,3
A25KKXUQQ0OLWB,B000I5LACO,5
A1MSUL7WLBXUAU,B001TH7T2U,5
A27H0T39U3FZB5,B0025VKUQG,3
AAR7CEPXYJA0T,B002KKFP9Y,3
A2TM97N0X3DM7D,B000HZDF8W,4
A2K3J2X8KDY47N,B00A3YDT5Q,5
A1HTWL26WM2NVU,B0001XGR1C,5
A34CSXOGVYF94S,B0079TOEQQ,4
A2C7D65XX6K2OD,B004MF11MU,5
A2OY5YNT2040OT,B000VE2RP6,5
A344GA15FSBNSD,B004TS1IFK,5
A2JVBJUU2DL0WA,B009FUF6DM,4
A2WZRBFLJESCSH,B002V88HFE,5
A334QQ8DK14SW1,B002SGATH8,5
A13H1OKZALZT3V,B00AXX0I88,3
A1OWRLSD7LTSQ9,B003V42O6K,5
A385HZRPXDDFCL,B006U1YVZ8,5
A2C3IUNCJEWKZ5,B0081H8TRA,5
A1URXSRV6WDHVY,B00BQ5RYI4,4
ADVLRJS633OTD,B002BH3I9U,4
A14MZJTZAQS6CV,B001TH7GUU,4
A1I970110U4B0V,B000QUUFRW,5
AALR6CRH97JG1,B008ZGKWQI,5
AYMD77ITD15PT,B00CMQTVK0,5
A3DTSC80W9RNB9,B003VAGXWK,4
A27ADCSD15F3GL,B00AQRUW4Q,4
A1IZWXZC9OZRCG,B0015DYMVO,5
A2AHNXK3Y5XER9,B003GIJTR8,4
A2D1LPEUCTNT8X,B003ZX8B3W,4
A376K0HK1D7F9B,B003LZYXYU,4
A1OMXVXXP07F05,B0043EV20Q,4
A132CBT7KF85K9,B001LNO722,3
A23IUQF3T4FVHI,B008GVM9K4,5
A1ZGNCN1VRUO1H,B002KETE24,4
A2SUSMSKDK6JL0,B006QB1RPY,5
A8YFJMSXIFDXW,B006Y0YZZ6,5
AP8D74QD9LUUL,B00GEBTFNM,3
AK1EZMEQ66HOO,B001C271MA,5
A35CBVTM1J0FCX,B002IKLJU0,5
A3T4OHEAHOJ700,B007FPIP2I,3
A2JCCJL47VVJ62,B00CMQTVK0,3
A3V7D0LH8L7BG0,B002KC55OM,5
ARFPGL7OEATYH,B00483WRZ6,4
AY4EXFOO43C3S,B00006B7DA,5
AGU7QAWZOHQIN,B002WE6D44,5
A23BL0Y36R3ZD3,B0058UUR6E,5
AC0XZVJ918CJT,B002YIG9AQ,5
A3IS23397LB45,B00062UW5A,4
A2KY76HK8DYRL3,B004XNLR16,4
AG0PM9IAHQ06C,B001TH7GSW,5
A7BQB93ZWUII3,B0007U00X0,5
AVJORH3ACR2A5,B003ES5ZUU,5
A2JPEX3KT3AB0T,B002PAR0AQ,5
A1F1A0QQP2XVH5,B002C7481G,5
A21XUFWCSX7BOF,B005CLPP84,5
A3MFORLOKIOEQY,B002VPE1XY,5
A4WEZJOIZIV4U,B004SGJCCO,4
A1PPS91NLI7KEH,B0079UAT0A,2
A1R76R4E6A8S3B,B000TS7I6C,4
A20WY1MTGCZD7L,B002BH3Z8E,5
A1MFAPVBW9BEGD,B00CRFK24K,5
A2B7BUH8834Y6M,B004CLYEFK,5
A112E6NE5MGEFM,B002JQNXZC,5
A2THK4LTZ1EMCJ,B003LNZ1L6,4
A2GP6XJ1V3MM3L,B0081H8TRA,5
A1ORZVQS8C1VVT,B0027VT6V4,4
A3BVN2QBNPBHCR,B000UY1MB2,5
A2IY383UW7991O,B000065BPB,5
AB0Y33G717HOU,B008O2HVIK,3
A3ERS94QZJJ9EP,B00622AG6S,5
A23NCQ3RDBMAHI,B0009S5HQA,4
A3POOQMFOLS1B7,B000AZ57M6,4
A28Y1YD0QK88M5,B003VOW5WI,1
A2Z9S2RQD542CP,B00007E7JU,4
A14L115LBOB0A5,B004QBUL1C,3
AYS4UGU2YB0W4,B008V9RW58,5
AXYM52DNK6NDF,B009SYZ8OC,3
A2YCEKVUN1W5F1,B00FRMAOIO,4
A1SB65W16YH2XL,B00DB9WCR6,5
A3GS67Y2O3RRO0,B009NB8WR0,5
A2UWXLLEE0UOI8,B0051PGX2I,4
A19YOYY7FLQMA6,B006WVR9GY,4
A28BX3MM90A6FI,B0041MY32Y,5
A195NQ6TM56Y5T,B009JPBPWO,4
A567HBSX35U7X,B000E9U9GC,5
A24P4E3RJ6AX94,B003VYH1UE,2
AJS95SB2XJXHN,B004XQWGHW,5
A26LD9FQHTM8ZH,B005CLPP84,4
A2YYFPKOLTQ11H,B001TH7GUU,5
A2ML3T9GRSNH14,B001A5V1K2,5
A1KL1YVYYMQE2E,B004LWYE4Q,4
A3CLWR1UUZT6TG,B001ELJ9QK,4
AL3G7RTXMGLDQ,B0018DQYQ2,5
A2P6EPQ906M3AJ,B008EQYRRY,5
A355RC1I9JEK4H,B0021AFWL4,5
A1EH2S92FHWZRP,B0097BEFYA,5
A34UVV757IKPVB,B004CLYEFK,4
A1DU99IGL69SZK,B001RQ2YF0,5
AO09RWV40IX78,B005DKZTMG,5
AWNJAY0M5UI70,B004GF8TIK,5
A31K6XBC9DQWN,B00825BZUY,5
A2UU3ZOWZLA2SP,B001OORMVQ,5
A2RR5Y6DY5YN3N,B000067RVL,5
A38PTWPHPIQ2Y1,B003ZSHNCC,5
AWIF8AR75LL9L,B00834SJSK,5
AD4KIQJ587RRK,B000CSWCQA,5
A124WZCUIH2T7W,B0031AQ302,3
A1KT19TDP9VE63,B00B8L36A6,1
A3SKMWPVR5CO1H,B00ADG5FLK,2
A39AB1CZ74VSGG,B00001P4XH,5
AMS2CPERWN7JV,B002I636XM,5
A3RIVD4TCKDE8T,B0013441J8,4
A3C14XYDRWUWQZ,B00622AG6S,5
A2FHPXFQYLBKY5,B003ES5ZUU,4
A3M6TSEV71537G,B00884WH74,4
A32KIUW9DLG5S7,B0019EHU8G,5
A3BKNXX8QFIXIV,B00834SJNA,5
A1V4A5U5O3TMMD,B007G5NNOW,5
A3IFCL2696IUER,B000JE7GPY,4
AAYB56GHHGB6R,B003XM73P2,5
A10PEXB6XAQ5XF,B007Q8GOHM,4
A2C4FZCY8A6W6M,B000LRMS66,5
A1QGV3FB11COJQ,B000233ZMU,5
A1MJS1YRKNMU04,B00104XCVO,4
A38X3FR7G0B6EN,B002NEGTSI,5
A2ZB7YIIT1KRTQ,B00BHSTWRQ,5
A2RAEL8388JNN,B005FVNGRI,5
AP9YDYTA4QM6W,B001L6LG5K,5
A33XMCG1UFDSY2,B001T99ZTI,5
AT28RL25Q2OLK,B00EQD5ZS4,3
A2KOV8XWZOZ0FQ,B0057X4TWA,4
A768OB1LNE356,B0099SMFP2,4
A3VONQL7YW8UPM,B008HK50ZA,5
AWVBZUFM6E7DW,B0011ZCDKS,4
A1ZXVKJTHKGA97,B003LSTD38,4
A1JZFGZEZVWQPY,B00829TIEK,2
A37JYON6897Q2Y,B002V88HFE,5
A3HQAPXAJV7PRX,B005FVNHBI,4
A36MDL9RQGO7EN,B00CMQTVK0,5
AZ0PCEZUTF5QO,B008V9RW58,3
A3EAP2VG0BVYWX,B00834SJSK,5
A2IWPHVSMDQUT,B003MVZ60S,5
A20Y433PDWVNRZ,B001F0RPGG,3
A11OH777695MM7,B003690Q42,5
A1MIWY5P4X6M4,B007RFW1NA,4
A28M6WD9ZV7X9U,B001AZP8EW,1
AUPCERMZ6ASML,B005KOZNBW,4
A33152QEGO2MZN,B000FVDD30,5
A2ZAWPWLLTOHNK,B00006JN3G,4
A1R6RKKE44AYA8,B003WUBIZQ,5
A3EANUH7WV1AGU,B002WE6D44,5
A1NPKJKOQ7KOE6,B00D3F7D7M,4
A21GMBV4KU0V4,B00829THH8,5
A3NHUQ33CFH3VM,B006ZH0JBM,5
A1ILWPH1GHUXE2,B004CLYEH8,5
A9Y4J1FD0O74Q,B0074FGLUM,4
A3KO6JEVS1FJ8X,B001MSU1FS,5
A200DY76VXVGP9,B003LVZO8S,5
A2GY5WCU9PKTMI,B002LAS1DU,2
A4RL6XMNONZ6U,B001F7AJKI,3
A34DQINHT6NYJU,B00IDYRZ0S,4
ADVL2U934KERP,B00BT7RAPG,5
AFBUDZ63FOLVS,B00CHR46JA,5
A3VBZDYGHF4NK8,B00DQZOD8Q,5
